Respondent ID,Start Date,End Date,Did the respondent agree to start the survey?,"In the past 3 months, have you done any work or activities that earned you money? If needed to further prompt: So have you done anything at all in the last 3 months that generated an income for you?","Which of the following best describes how you earned money in the past 3 months? You can choose more than one option, so choose as many as apply to you. Were you:",,,,,,What is the main reason that you were not working in the last 3 months?,,"So just to confirm, in the past 3 months, you didn’t do any work or activities that earned you money? If you did anything that earned you money, even if it was very short-term or temporary, we’d like to know.","Which of the following best describes how you earned your money? You can choose more than one option, so choose as many as apply to you. Were you:",,,,,"What kinds of services did you provide? You can choose more than one option, so choose as many as apply to you.",,,,,,,,,,"For your work as an employee, which of the following would best describe you?","What types of services did you provide to other companies? You can choose more than one option, so choose as many as apply to you.",,,,,"For your work as an employee, how many hours did you usually work per week?","Did you want to work a full-time schedule of 35 hours or more per week, but were not able to?",Which of the following best describes the main reason why you were not able to work a full-time schedule?,,"For your work as an employee, were you paid with a salary or on an hourly basis?","For your work as an employee, how much is your annual salary, before taxes and other deductions?","For your work as an employee, how much is your hourly pay rate, before taxes and other deductions?",Is this a best guess of your earnings or based on your calculations and records?,"On a scale of 1-10, where 10 is extremely satisfied and 1 is not at all satisfied, how satisfied are you currently with your work as an employee?","For your gig work, how did you usually find your gigs, contracts, or projects in the past 3 months? You can choose more than one option, so choose as many as apply to you.",,,,,,"What kinds of services did you provide in the past 3 months? You can choose more than one option, so choose as many as apply to you.",,,,,,,,,,"For your gig work, out of the last 3 months, how many months were you doing this type of work?","For your gig work, how often were you typically working on a gig in the past 3 months?This could be for a new or existing contract, as long as the respondent was working on a gig.","How many gigs, contracts, or projects have you completed in total during the past 3 months?","For your gig work, how many hours did you usually work per week in the past 3 months?","Did you want to work a full-time schedule of 35 hours or more per week, but were not able to?",Which of the following best describes the main reason why you were not able to work a full-time schedule?,,"In the past 3 months, how much did you usually earn per hour for your gig work?","In the past 3 months, did you have any business expenses from your gig work?","In the past 3 months, how much did you earn in total from your gig work, after deducting your business expenses from your income?",Is this a best guess of your earnings or based on your calculations and records?,"In the past 3 months, why were you doing gig work? You can choose more than one option, so choose as many as apply to you.",,,,,,,,,,,,,"What type of freelance, gig, or independent contract work did you most frequently do?","On average, how long would it take you to find freelance, gig, or independent contract work, between looking for work and actually starting it?","As a freelance, gig, or independent contract worker, what are your top 3 concerns? Choose up to 3 from this list, or let us know your own concern:",,,,,,,,,,,,,,"If benefits, like the ones that are usually provided to traditional employees, were available to freelance, gig, and independent workers, which ones would be most desirable to you personally and which would be least desirable? Please rank your most desired options.",,,,,,,,"Are you interested in more training on how to be a successful freelance, gig, or independent contract worker?","What topics are you most interested in for more training? You can choose more than one option, so choose as many as apply to you.",,,,,,,,,,,,"In the past 3 months, which of the following best describes the income you earned from gig work?","On a scale of 1-10, where 10 is extremely satisfied and 1 is extremely dissatisfied, how satisfied are you currently with doing gig work?","How much longer do you see yourself doing freelance, gig, or independent contract work?",How many hours did you usually work per week?,"In the past 3 months, how much income did you earn in total from your business, before taxes and other deductions?","In the past 3 months, did you have any expenses from running your business that you can deduct?","In the past 3 months, how much income did you earn from your business in total, after deducting your business expenses?",Is this a best guess of your business income or based on your calculations and records?,"On a scale of 1-10, where 10 is extremely satisfied and 1 is extremely dissatisfied, what is your overall satisfaction level with your work as a business owner?","In the past 3 months, which of the following did you rent to other people for money? You can choose more than one option, so choose as many as apply to you. Did you rent out your:",,,How did you connect to the people that rented your house or apartment?,,,,,How did you connect to the people that rented your car?,,,,,"In the past 3 months, how much money did you earn in total from renting property to others, before taxes and other deductions?","In the past 3 months, did you have any business expenses from renting property that you can deduct?","In the past 3 months, how much did you earn in total from renting property, after deducting your business expenses from your earnings?",Is this a best guess of your rental earnings or based on your calculations and records?,"In the past 3 months, which of the following did you sell to other people for money? You can choose more than one option, so choose as many as apply to you.",,,,"How did you connect to the people that bought your items? You can choose more than one option, so choose as many as apply to you.",,,,,"In the past 3 months, how much money did you earn in total from selling new or used goods?","In the past 3 months, did you have any business expenses from selling goods that you can deduct?","In the past 3 months, how much did you earn in total from selling goods, after deducting your business expenses from your earnings?",Is this a best guess of your earnings or based on your calculations and records?,"In the past 3 months, did you have any periods of unemployment, meaning any time that you wanted to work to earn an income but were not able to?",How many months were you unemployed?,Which of the following best describes why you were unable to work during this time?,,Which one of these options best describes how you currently feel about your personal income?,What is your current age?,Which gender do you identify with?,What is the highest level of school you have completed or the highest degree that you have received?,"Are you of Hispanic, Latino, or Spanish origin?",Which of the following categories best describes you? You can choose as many options as apply to you.,,,,,,,Where do you currently live?,
100152,2019-10-16 15:30:52,2019-10-16 15:41:27,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,11-15,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I needed time to attend school,,I am living comfortably on my current income,26,Female,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,Other (please specify),North Carolina
100082,2019-10-15 14:27:32,2019-10-15 14:58:12,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,15,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I needed time to attend school,,I am getting by on my current income,20,Female,High School,Yes,,,,,,Other,,New York City,
100551,2019-11-01 12:50:31,2019-11-01 15:08:18,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,3 months,More than four times a month,4,Varied a lot by week,,,,20,No,7000,Best guess,,,,,,,I wanted to network / meet people,I wanted more flexibility in my schedule,I wanted to choose my own projects,,I wanted to be my own boss,,,Ongoing or repeat work with a consistent set of clients,I don’t know,,1st Concern,,,,,,2nd Concern,,,3rd Concern,,,,8,7,6,4,5,3,2,1,Yes,,,,,Personal Branding,,,,,,Technical Skills,,It is essential for meeting my basic needs,8,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,I am living comfortably on my current income,30,Male,Some college but no degree,Yes,,,,,White,,,New York City,
101448,2019-08-15 13:52:40,2019-08-15 14:58:26,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She put up physical flyers,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,,,,,,,,2 months,More than four times a month,3,15-34 hours per week,Yes,I could only find part-time work,,9.5,Yes,500,Best guess,,,,,,,,,,,,,I was wrongfully terminated from my regular job and am babysitting out of necessity,Ongoing or repeat work with a consistent set of clients,1-2 weeks,1st Concern,2nd Concern,3rd Concern,,,,,,,,,,,Earning less than the minimum wage,,2,,,,1,,,No,,,,,,,,,,,,,It is essential for meeting my basic needs,4,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),I took some time off after my regular job was terminated,I am getting by on my current income,68,Female,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
101449,2019-02-05 15:00:53,2019-02-05 15:26:46,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,50000,,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,38,Male,Master’s Degree,No,,,,,White,,,New York City,
100940,2019-04-18 9:07:15,2019-04-18 9:39:57,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,Varied a lot by week,,,,Hourly Basis,,,Best guess,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2.5,I was looking for paid work but couldn’t find any,,I am finding it difficult to live on my current income,27,Male,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100806,2019-03-22 10:58:58,2019-03-22 11:05:08,Yes,No,,,,,,,Other (please specify),Relocated,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am finding it difficult to live on my current income,25,Male,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,Other (please specify),Maryland
100956,2019-04-23 14:45:06,2019-04-23 14:51:29,Yes,Yes,An employee that got paid by an employer,,,,,Paid Internship,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I needed time to attend a training program,,Hourly Basis,,15,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am finding it difficult to live on my current income,24,Female,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,New York City,
101127,2019-02-15 15:47:33,2019-02-15 16:20:43,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,2 months,More than four times a month,1,15-34 hours per week,Yes,I needed time to attend a training program,,40,Yes,6000,Best guess,,,I wanted to maintain my existing job skills,I wanted to develop new job skills,,,,I wanted more flexibility in my schedule,I wanted to choose my own projects,I wanted to choose where I worked,,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,,,,,,,2nd Concern,1st Concern,,3rd Concern,,,,,,,,,,,1,Yes,,,,,,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,9,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I had health or medical limitations,,I am living comfortably on my current income,29,Male,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,San Francisco Bay Area,
100550,2019-11-05 14:51:25,2019-11-05 15:07:40,Yes,No,,,,,,,I had health or medical limitations,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am finding it very difficult to live on my current income,58,Female,Bachelor’s Degree (4-year degree),No,,,,,White,,,New York City,
101078,2019-03-15 15:22:52,2019-03-15 15:40:08,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15.61,Based on calculations and records,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,38,Female,Associate Degree (2-year degree),Yes,,,,,,Other,,New York City,
101124,2019-02-20 18:21:58,2019-02-20 19:06:39,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,"Professional Services - consulting, advisory services, training, research, etc.",,,2 months,More than four times a month,3,15-34 hours per week,No,,,45,Yes,7200,Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,,1st Concern,,,2nd Concern,,1st Concern,,,,,,,,,,2,,,3,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,4,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),in between contracts,I am living comfortably on my current income,58,Male,Doctoral Degree,No,,,,,White,,,San Francisco Bay Area,
100980,2019-04-18 14:15:06,2019-04-18 14:34:44,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,25,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,30,Female,Master’s Degree,No,,,,,White,,,New York City,
100612,2019-06-14 11:03:59,2019-06-14 11:11:06,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15.5,Best guess,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,21,Female,High School,No,,,Black or African American,,,,,New York City,
100159,2019-10-26 16:07:22,2019-10-26 16:30:19,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,16,Best guess,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I needed time to attend school,,I am getting by on my current income,18,Male,High School,Yes,,,,,,Other,,New York City,
100813,2019-06-27 7:33:10,2019-06-27 7:56:49,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,1-14 hours per week,No,,,Hourly Basis,,16,Based on calculations and records,8,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,"Property Maintenance, Handyman, or Construction Services",,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,2 months,Three or four times a month,4,1-14 hours per week,Yes,I had to take care of children (including pregnancy) or other people,,20-25,No,300,Best guess,,I wanted to earn extra money,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,I wanted more flexibility in my schedule,,,,,,One-off projects with various clients,4-6 days,,,,,,,,1st Concern,2nd Concern,,,3rd Concern,,,,2,3,4,5,6,7,1,No,,,,,,,,,,,,,"It is an important component of my budget, but not essential",8,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am living comfortably on my current income,58,Male,High School,No,,,Black or African American,,,,,New York City,
100938,2019-04-27 15:02:34,2019-04-27 15:13:08,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am living comfortably on my current income,27,Male,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,New York City,
100091,2019-10-16 16:38:33,2019-10-16 16:44:28,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am living comfortably on my current income,21,Female,High School,No,,,Black or African American,,,,,New York City,
100409,2019-11-06 15:50:51,2019-11-06 16:02:28,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,35-50 hours per week,,,,Hourly Basis,,25,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,23,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,New York City,
100465,2019-11-19 16:11:15,2019-11-19 16:30:36,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,"Property Maintenance, Handyman, or Construction Services",,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,1 month,Three or four times a month,1,15-34 hours per week,Yes,I could only find part-time work,,18,No,800,Best guess,,,I wanted to maintain my existing job skills,,,,I wanted to network / meet people,,,,,,,One-off projects with various clients,1-2 weeks,,,,3rd Concern,,,,,1st Concern,,2nd Concern,,,,8,2,3,5,6,7,4,1,Yes,,,,,Personal Branding,,,Taxes and Other Legal Obligations,,,,,It is essential for meeting my basic needs,7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I was looking for paid work but couldn’t find any,,I am finding it difficult to live on my current income,30,Male,Some college but no degree,No,,,Black or African American,,,,,San Francisco Bay Area,
100421,2019-10-30 14:23:56,2019-10-30 15:07:29,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,28,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I needed time to attend school,,I am living comfortably on my current income,28,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,New York City,
100419,2019-11-01 12:14:53,2019-11-01 12:25:20,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,15,Based on calculations and records,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,19,Male,High School,No,,,Black or African American,,,,,New York City,
100350,2019-09-05 11:32:18,2019-09-05 11:53:47,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Social media platforms - Facebook, LinkedIn, etc.",,,Through your personal networks / word-of-mouth referrals,,,,,,,,,,"Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",,2 months,Once or twice a month,3,Varied a lot by week,,,,20,No,90,Best guess,,I wanted to earn extra money,,,,,,,,,,Just for fun as a hobby or to make good use of extra time,,Ongoing or repeat work with a consistent set of clients,I don’t know,2nd Concern,3rd Concern,,1st Concern,,,,,,,,,,,,2,3,,,,,1,Yes,,,,,,Time Management,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,,,How to set prices for my services,"It is nice to have, but I could live comfortably without it",9,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,New handicrafts/artwork that you made specifically for sale,,,,"Through social media platforms - Facebook, LinkedIn, etc.",,Through your personal networks / word-of-mouth referrals,,450,Yes,200,Best guess,Yes,2,I was looking for paid work but couldn’t find any,,I am finding it difficult to live on my current income,21,Female,Some college but no degree,No,,,,,,Other,,New York City,
100244,2019-10-24 12:55:39,2019-10-24 13:30:05,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,Renting out property such as your car or house / apartment,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,22,Based on calculations and records,4,,"Social media platforms - Facebook, LinkedIn, etc.",,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,Moving services,3 months,Once or twice a month,5,1-14 hours per week,No,,,18,No,450,Best guess,,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,,,,,,,,,,One-off projects with various clients,1-2 weeks,,,,2nd Concern,,,3rd Concern,1st Concern,,,,,,,,4,5,,3,,2,1,Yes,Client Acquisition,Client Management,,Computer / Internet Skills,Personal Branding,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,Technical Skills,,It is essential for meeting my basic needs,5,3 or more years,,,,,,,House or apartment,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,Did not rent out his car,200,No,200,Based on calculations and records,,New handicrafts/artwork that you made specifically for sale,,,,,,,Flea market (in person),100,Yes,75,Best guess,No,,,,I am getting by on my current income,29,Male,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,New York City,
101451,2019-08-07 17:20:17,2019-08-07 17:54:40,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,Cleaning Services,,,,,,,,,2 months,More than four times a month,1,15-34 hours per week,Yes,I could only find part-time work,,15,No,2000,Best guess,I wanted gig work to be my main source of income,,,,,,,I wanted more flexibility in my schedule,,,,,I enjoy this work and I take what I can get for now,Ongoing or repeat work with a consistent set of clients,I don’t know,1st Concern,3rd Concern,,,,,,2nd Concern,,,,,,,5,2,3,4,6,7,8,1,Yes,,,,Computer / Internet Skills,,,,,,,,We need a booklet with more instructions after the course on how to do gig work and set up an online work platform and computer literacy. And personal coaching to help support in doing gig work after the course.,It is essential for meeting my basic needs,10,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,I am living comfortably on my current income,42,Female,Some high school - did not complete,No,,,Black or African American,,,,,New York City,
100184,2019-10-26 15:22:36,2019-10-26 15:39:03,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,14,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am getting by on my current income,18,Female,High School,No,,,Black or African American,,,,,Other (please specify),Washington DC
100460,2019-11-19 18:35:15,2019-11-19 19:00:53,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,20,Based on calculations and records,8,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,1 month,More than four times a month,10,Varied a lot by week,,,,25,No,,Best guess,I wanted gig work to be my main source of income,,,,,I wanted to use this experience to get work as an employee,,,,,,,,One-off projects with various clients,I don’t know,3rd Concern,2nd Concern,,,,,,1st Concern,,,,,,,8,2,3,5,6,7,4,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,8,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am living comfortably on my current income,41,Female,Some college but no degree,No,,,Black or African American,,,,,San Francisco Bay Area,
100855,2019-03-13 15:43:20,2019-03-13 16:04:10,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,15,Based on calculations and records,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,I am getting by on my current income,22,Female,Some college but no degree,No,,,Black or African American,,,,,New York City,
100242,2019-11-12 10:40:59,2019-11-12 11:04:45,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,"Online classifieds - Craigslist, Monster.com, etc.",,,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,,,,,,,,3 months,More than four times a month,1,15-34 hours per week,Yes,I could only find part-time work,,20,No,4300,Best guess,,,,,,,,,,,,,I have not heard back from any office jobs I have applied to. I can only find babysitting jobs so far,Ongoing or repeat work with a consistent set of clients,More than a month,3rd Concern,1st Concern,2nd Concern,,,,,,,,,,,,8,5,6,1,7,2,3,4,Yes,,,,,,,,,,,,"Help with interviews, resumes, finding good fit jobs for you, how to get the jobs you want, how to get the experience you need in order to get the job you want",It is essential for meeting my basic needs,6,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am finding it very difficult to live on my current income,27,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,New York City,
100672,2019-06-21 16:04:42,2019-06-21 16:11:09,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,18,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,I am living comfortably on my current income,24,Male,High School,No,,,Black or African American,,,,,New York City,
